Model,Average,ARC(25-shot),HellaSwag(10-shot),MMLU(5-shot),TruthfulQA(0-shot),Parameters,URL
facebook/opt-6.7b,41.88,39.2,68.7,24.6,35.1,9.571428571428571,https://huggingface.co/facebook/opt-6.7b
KoboldAI/OPT-6.7B-Nerybus-Mix,41.78,39.2,68.6,24.5,34.8,9.571428571428571,https://huggingface.co/KoboldAI/OPT-6.7B-Nerybus-Mix
EleutherAI/pythia-12b,41.76,39.6,68.8,26.8,31.8,17.142857142857142,https://huggingface.co/EleutherAI/pythia-12b
Fredithefish/RedPajama-INCITE-Chat-3B-ShareGPT-11K,41.75,40.6,64.8,26.1,35.4,4.285714285714286,https://huggingface.co/Fredithefish/RedPajama-INCITE-Chat-3B-ShareGPT-11K
h2oai/h2ogpt-oig-oasst1-256-6_9b,41.69,39.9,65.4,26.4,35.0,12.857142857142856,https://huggingface.co/h2oai/h2ogpt-oig-oasst1-256-6_9b
anhnv125/pygmalion-6b-roleplay,41.57,40.5,67.5,25.7,32.5,8.571428571428571,https://huggingface.co/anhnv125/pygmalion-6b-roleplay
KoboldAI/OPT-6B-nerys-v2,41.51,38.4,68.6,24.3,34.7,8.571428571428571,https://huggingface.co/KoboldAI/OPT-6B-nerys-v2
Lazycuber/pyg-instruct-wizardlm,41.48,41.0,66.7,26.3,31.9,0.0,https://huggingface.co/Lazycuber/pyg-instruct-wizardlm
KoboldAI/OPT-30B-Erebus,41.46,36.7,65.6,24.8,38.8,42.857142857142854,https://huggingface.co/KoboldAI/OPT-30B-Erebus
Fredithefish/CrimsonPajama,41.35,40.2,65.5,26.0,33.8,0.0,https://huggingface.co/Fredithefish/CrimsonPajama
togethercomputer/RedPajama-INCITE-Base-3B-v1,41.3,40.2,64.8,27.0,33.2,4.285714285714286,https://huggingface.co/togethercomputer/RedPajama-INCITE-Base-3B-v1
openlm-research/open_llama_3b,41.1,39.8,62.6,26.9,35.0,4.285714285714286,https://huggingface.co/openlm-research/open_llama_3b
ewof/koishi-instruct-3b,40.93,41.0,64.5,26.6,31.6,4.285714285714286,https://huggingface.co/ewof/koishi-instruct-3b
cerebras/Cerebras-GPT-13B,40.81,38.1,60.0,25.9,39.2,18.571428571428573,https://huggingface.co/cerebras/Cerebras-GPT-13B
EleutherAI/pythia-6.7b,40.65,40.1,65.0,24.6,32.8,9.571428571428571,https://huggingface.co/EleutherAI/pythia-6.7b
aisquared/chopt-2_7b,40.63,36.0,63.4,25.4,37.7,10.0,https://huggingface.co/aisquared/chopt-2_7b
KoboldAI/fairseq-dense-2.7B,40.13,33.8,65.7,26.4,34.6,3.8571428571428568,https://huggingface.co/KoboldAI/fairseq-dense-2.7B
h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt-v2,40.11,36.4,61.4,25.0,37.6,10.0,https://huggingface.co/h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt-v2
openlm-research/open_llama_7b_700bt_preview,40.02,35.1,61.8,25.4,37.8,10.0,https://huggingface.co/openlm-research/open_llama_7b_700bt_preview
NbAiLab/nb-gpt-j-6B-alpaca,39.96,36.9,57.5,27.5,38.0,8.571428571428571,https://huggingface.co/NbAiLab/nb-gpt-j-6B-alpaca
KoboldAI/OPT-2.7B-Erebus,39.95,34.4,60.9,26.7,37.8,3.8571428571428568,https://huggingface.co/KoboldAI/OPT-2.7B-Erebus
Writer/camel-5b-hf,39.87,35.2,57.6,26.1,40.6,7.142857142857142,https://huggingface.co/Writer/camel-5b-hf
EleutherAI/pythia-2.7b,39.84,37.4,60.7,25.9,35.4,3.8571428571428568,https://huggingface.co/EleutherAI/pythia-2.7b
facebook/xglm-7.5B,39.84,34.1,60.8,27.8,36.7,10.714285714285714,https://huggingface.co/facebook/xglm-7.5B
EleutherAI/pythia-2.8b-deduped,39.82,36.3,60.7,26.8,35.6,4.0,https://huggingface.co/EleutherAI/pythia-2.8b-deduped
klosax/open_llama_3b_350bt_preview,39.8,36.5,60.9,26.8,35.0,4.285714285714286,https://huggingface.co/klosax/open_llama_3b_350bt_preview
klosax/openllama-3b-350bt,39.8,36.5,60.9,26.8,35.0,4.285714285714286,https://huggingface.co/klosax/openllama-3b-350bt
KoboldAI/OPT-2.7B-Nerybus-Mix,39.77,33.7,61.2,26.6,37.6,3.8571428571428568,https://huggingface.co/KoboldAI/OPT-2.7B-Nerybus-Mix
KoboldAI/GPT-J-6B-Adventure,39.72,37.1,61.3,25.9,34.6,8.571428571428571,https://huggingface.co/KoboldAI/GPT-J-6B-Adventure
cerebras/Cerebras-GPT-6.7B,39.6,35.1,59.4,25.9,38.0,9.571428571428571,https://huggingface.co/cerebras/Cerebras-GPT-6.7B
facebook/opt-2.7b,39.56,34.0,61.4,25.4,37.4,3.8571428571428568,https://huggingface.co/facebook/opt-2.7b
KoboldAI/OPT-2.7B-Nerys-v2,39.54,33.3,61.2,26.4,37.2,3.8571428571428568,https://huggingface.co/KoboldAI/OPT-2.7B-Nerys-v2
EleutherAI/gpt-neo-2.7B,38.96,33.4,56.2,26.4,39.8,3.8571428571428568,https://huggingface.co/EleutherAI/gpt-neo-2.7B
danielhanchen/open_llama_3b_600bt_preview,38.9,36.9,60.0,26.0,32.8,4.285714285714286,https://huggingface.co/danielhanchen/open_llama_3b_600bt_preview
pythainlp/wangchanglm-7.5B-sft-en-sharded,38.7,34.5,59.8,26.4,34.2,10.714285714285714,https://huggingface.co/pythainlp/wangchanglm-7.5B-sft-en-sharded
beaugogh/pythia-1.4b-deduped-sharegpt,38.65,34.3,54.5,24.0,41.8,2.0,https://huggingface.co/beaugogh/pythia-1.4b-deduped-sharegpt
OpenAssistant/stablelm-7b-sft-v7-epoch-3,38.46,36.0,55.8,25.0,37.0,10.0,https://huggingface.co/OpenAssistant/stablelm-7b-sft-v7-epoch-3
aisquared/chopt-1_3b,38.41,31.5,56.6,25.4,40.2,4.285714285714286,https://huggingface.co/aisquared/chopt-1_3b
PygmalionAI/metharme-1.3b,38.27,34.4,55.9,25.1,37.7,1.8571428571428572,https://huggingface.co/PygmalionAI/metharme-1.3b
pythainlp/wangchanglm-7.5B-sft-enth,38.05,33.8,59.0,24.5,34.9,10.714285714285714,https://huggingface.co/pythainlp/wangchanglm-7.5B-sft-enth
MBZUAI/LaMini-GPT-1.5B,38.04,31.4,48.4,29.9,42.5,2.142857142857143,https://huggingface.co/MBZUAI/LaMini-GPT-1.5B
Writer/palmyra-base,38.01,31.9,55.4,27.2,37.6,0.0,https://huggingface.co/Writer/palmyra-base
EleutherAI/pythia-1.4b-deduped,37.96,32.7,55.0,25.6,38.7,2.0,https://huggingface.co/EleutherAI/pythia-1.4b-deduped
MBZUAI/lamini-neo-1.3b,37.93,32.8,49.1,28.8,41.0,1.8571428571428572,https://huggingface.co/MBZUAI/lamini-neo-1.3b
h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt,37.75,34.0,50.5,24.7,41.8,10.0,https://huggingface.co/h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt
facebook/xglm-4.5B,37.68,31.5,58.0,25.4,35.8,6.428571428571428,https://huggingface.co/facebook/xglm-4.5B
WizardLM/WizardCoder-15B-V1.0,37.63,32.3,47.2,29.4,41.6,21.428571428571427,https://huggingface.co/WizardLM/WizardCoder-15B-V1.0
stabilityai/stablelm-tuned-alpha-7b,37.57,31.9,53.6,24.4,40.4,10.0,https://huggingface.co/stabilityai/stablelm-tuned-alpha-7b
aisquared/dlite-v2-1_5b,37.57,32.6,54.0,24.9,38.8,7.142857142857142,https://huggingface.co/aisquared/dlite-v2-1_5b
stabilityai/stablelm-base-alpha-7b,37.54,32.0,51.8,26.2,40.2,10.0,https://huggingface.co/stabilityai/stablelm-base-alpha-7b
bigcode/starcoder,37.38,30.3,48.0,30.0,41.3,0.0,https://huggingface.co/bigcode/starcoder
open-llm-leaderboard/bloomz-1b7-4bit-alpaca-auto-eval-adapter-applied,37.34,29.1,47.4,31.8,41.1,1.4285714285714286,https://huggingface.co/open-llm-leaderboard/bloomz-1b7-4bit-alpaca-auto-eval-adapter-applied
GeorgiaTechResearchInstitute/starcoder-gpteacher-code-instruct,37.33,32.7,47.6,28.6,40.4,0.0,https://huggingface.co/GeorgiaTechResearchInstitute/starcoder-gpteacher-code-instruct
LoupGarou/WizardCoder-Guanaco-15B-V1.0,37.31,30.5,45.6,26.8,46.4,21.428571428571427,https://huggingface.co/LoupGarou/WizardCoder-Guanaco-15B-V1.0
golaxy/gogpt-3b-bloom,37.3,31.9,50.3,25.2,41.8,4.285714285714286,https://huggingface.co/golaxy/gogpt-3b-bloom
EleutherAI/pythia-1.3b,37.09,31.1,51.4,26.6,39.2,1.8571428571428572,https://huggingface.co/EleutherAI/pythia-1.3b
hakurei/lotus-12B,37.02,30.7,52.7,24.6,40.1,17.142857142857142,https://huggingface.co/hakurei/lotus-12B
NYTK/PULI-GPTrio,36.99,30.7,53.5,24.7,39.0,0.0,https://huggingface.co/NYTK/PULI-GPTrio
PygmalionAI/pygmalion-2.7b,36.84,32.8,54.1,23.3,37.2,3.8571428571428568,https://huggingface.co/PygmalionAI/pygmalion-2.7b
gpt2-xl,36.66,30.3,51.4,26.4,38.5,0.0,
LoupGarou/WizardCoder-Guanaco-15B-V1.1,36.56,32.6,45.4,25.9,42.3,21.428571428571427,https://huggingface.co/LoupGarou/WizardCoder-Guanaco-15B-V1.1
lxe/Cerebras-GPT-2.7B-Alpaca-SP,36.26,30.8,48.9,25.1,40.2,3.8571428571428568,https://huggingface.co/lxe/Cerebras-GPT-2.7B-Alpaca-SP
cerebras/Cerebras-GPT-2.7B,36.23,29.1,49.3,25.2,41.4,3.8571428571428568,https://huggingface.co/cerebras/Cerebras-GPT-2.7B
jzjiao/opt-1.3b-rlhf,36.13,28.9,52.8,25.4,37.4,1.8571428571428572,https://huggingface.co/jzjiao/opt-1.3b-rlhf
EleutherAI/gpt-neo-1.3B,36.04,31.2,48.5,24.8,39.6,1.8571428571428572,https://huggingface.co/EleutherAI/gpt-neo-1.3B
aisquared/dlite-v1-1_5b,36.01,31.7,49.7,25.6,37.1,7.142857142857142,https://huggingface.co/aisquared/dlite-v1-1_5b
Corianas/Quokka_2.7b,35.93,31.1,47.7,24.8,40.1,3.8571428571428568,https://huggingface.co/Corianas/Quokka_2.7b
MrNJK/gpt2-xl-sft,35.89,30.0,49.2,25.6,38.8,0.0,https://huggingface.co/MrNJK/gpt2-xl-sft
aisquared/dlite-v2-774m,35.79,30.1,47.7,25.4,40.0,1.1057142857142856,https://huggingface.co/aisquared/dlite-v2-774m
EleutherAI/pythia-1b-deduped,35.49,29.1,49.6,24.3,38.9,1.4285714285714286,https://huggingface.co/EleutherAI/pythia-1b-deduped
shaohang/Sparse0.5_OPT-1.3,35.13,27.1,48.7,25.6,39.1,0.0,https://huggingface.co/shaohang/Sparse0.5_OPT-1.3
EleutherAI/polyglot-ko-12.8b,35.01,27.0,51.7,26.6,34.7,18.285714285714285,https://huggingface.co/EleutherAI/polyglot-ko-12.8b
Salesforce/codegen-6B-multi,34.92,27.2,41.1,25.7,45.6,8.571428571428571,https://huggingface.co/Salesforce/codegen-6B-multi
stabilityai/stablelm-tuned-alpha-3b,34.32,27.8,44.1,23.1,42.3,4.285714285714286,https://huggingface.co/stabilityai/stablelm-tuned-alpha-3b
PygmalionAI/pygmalion-1.3b,34.2,28.1,47.0,24.1,37.6,1.8571428571428572,https://huggingface.co/PygmalionAI/pygmalion-1.3b
KoboldAI/fairseq-dense-355M,34.15,25.4,46.7,25.3,39.2,0.5071428571428571,https://huggingface.co/KoboldAI/fairseq-dense-355M
Rachneet/gpt2-xl-alpaca,34.09,26.8,43.8,26.3,39.4,0.0,https://huggingface.co/Rachneet/gpt2-xl-alpaca
gpt2-large,34.08,25.9,45.6,26.1,38.7,0.0,
stabilityai/stablelm-base-alpha-3b,33.66,26.4,42.2,25.4,40.5,4.285714285714286,https://huggingface.co/stabilityai/stablelm-base-alpha-3b
gpt2-medium,33.64,27.0,40.2,26.6,40.8,0.0,
aisquared/dlite-v1-774m,33.61,28.1,44.4,25.9,36.1,1.1057142857142856,https://huggingface.co/aisquared/dlite-v1-774m
aisquared/dlite-v2-355m,33.6,28.3,40.5,26.8,38.8,0.5071428571428571,https://huggingface.co/aisquared/dlite-v2-355m
KnutJaegersberg/gpt-2-xl-EvolInstruct,33.57,27.4,38.5,25.7,42.8,0.0,https://huggingface.co/KnutJaegersberg/gpt-2-xl-EvolInstruct
KnutJaegersberg/galactica-orca-wizardlm-1.3b,33.53,30.9,36.0,25.9,41.3,1.8571428571428572,https://huggingface.co/KnutJaegersberg/galactica-orca-wizardlm-1.3b
cerebras/Cerebras-GPT-1.3B,33.53,26.3,38.5,26.6,42.7,1.8571428571428572,https://huggingface.co/cerebras/Cerebras-GPT-1.3B
EleutherAI/pythia-410m-deduped,33.26,24.8,41.3,26.0,41.0,0.5857142857142856,https://huggingface.co/EleutherAI/pythia-410m-deduped
TheBloke/GPlatty-30B-SuperHOT-8K-fp16,33.25,28.3,33.5,24.9,46.3,42.857142857142854,https://huggingface.co/TheBloke/GPlatty-30B-SuperHOT-8K-fp16
Corianas/Quokka_1.3b,33.11,27.7,37.9,26.7,40.1,1.8571428571428572,https://huggingface.co/Corianas/Quokka_1.3b
xhyi/PT_GPTNEO350_ATG,32.71,25.4,37.6,24.8,43.0,0.0,https://huggingface.co/xhyi/PT_GPTNEO350_ATG
TheBloke/Vicuna-33B-1-3-SuperHOT-8K-fp16,32.65,25.4,34.6,23.6,46.9,47.14285714285714,https://huggingface.co/TheBloke/Vicuna-33B-1-3-SuperHOT-8K-fp16
aisquared/dlite-v1-355m,32.61,27.1,39.1,27.1,37.1,0.5071428571428571,https://huggingface.co/aisquared/dlite-v1-355m
TheBloke/Wizard-Vicuna-30B-Superhot-8K-fp16,32.52,26.2,33.0,23.5,47.5,42.857142857142854,https://huggingface.co/TheBloke/Wizard-Vicuna-30B-Superhot-8K-fp16
TheTravellingEngineer/bloom-1b1-RLHF,32.48,28.0,26.2,26.9,48.9,1.4285714285714286,https://huggingface.co/TheTravellingEngineer/bloom-1b1-RLHF
MBZUAI/lamini-cerebras-1.3b,32.43,26.9,38.0,28.4,36.4,1.8571428571428572,https://huggingface.co/MBZUAI/lamini-cerebras-1.3b
IDEA-CCNL/Ziya-LLaMA-13B-Pretrain-v1,32.4,28.0,26.0,27.0,48.6,18.571428571428573,https://huggingface.co/IDEA-CCNL/Ziya-LLaMA-13B-Pretrain-v1
quantumaikr/open_llama_7b_hf,32.37,26.4,27.0,26.5,49.5,10.0,https://huggingface.co/quantumaikr/open_llama_7b_hf
IDEA-CCNL/Ziya-LLaMA-13B-v1,32.34,27.7,26.0,27.0,48.6,18.571428571428573,https://huggingface.co/IDEA-CCNL/Ziya-LLaMA-13B-v1
TheBloke/CAMEL-33B-Combined-Data-SuperHOT-8K-fp16,32.31,25.8,31.6,23.7,48.1,47.14285714285714,https://huggingface.co/TheBloke/CAMEL-33B-Combined-Data-SuperHOT-8K-fp16
BreadAi/PM_modelV2,32.26,25.1,26.4,26.1,51.4,0.0,https://huggingface.co/BreadAi/PM_modelV2
TehVenom/DiffMerge-DollyGPT-Pygmalion,32.22,23.6,34.4,24.4,46.5,0.0,https://huggingface.co/TehVenom/DiffMerge-DollyGPT-Pygmalion
PygmalionAI/pygmalion-350m,32.22,25.0,37.8,25.7,40.4,0.5,https://huggingface.co/PygmalionAI/pygmalion-350m
TFLai/gpt2-turkish-uncased,32.12,24.5,25.1,26.6,52.3,0.0,https://huggingface.co/TFLai/gpt2-turkish-uncased
TheBloke/Chinese-Alpaca-33B-SuperHOT-8K-fp16,32.04,26.8,29.6,24.1,47.8,47.14285714285714,https://huggingface.co/TheBloke/Chinese-Alpaca-33B-SuperHOT-8K-fp16
MayaPH/FinOPT-Franklin,32.04,27.7,24.9,23.1,52.4,0.0,https://huggingface.co/MayaPH/FinOPT-Franklin
KoboldAI/OPT-350M-Erebus,31.99,23.8,34.4,26.2,43.6,0.5,https://huggingface.co/KoboldAI/OPT-350M-Erebus
vicgalle/alpaca-7b,31.93,28.1,25.8,25.3,48.5,10.0,https://huggingface.co/vicgalle/alpaca-7b
beomi/KoAlpaca-Polyglot-5.8B,31.92,27.6,35.6,24.7,39.7,8.285714285714285,https://huggingface.co/beomi/KoAlpaca-Polyglot-5.8B
MayaPH/GodziLLa-30B-plus,31.83,29.2,25.4,24.2,48.6,42.857142857142854,https://huggingface.co/MayaPH/GodziLLa-30B-plus
facebook/opt-350m,31.78,23.6,36.7,26.0,40.8,0.5,https://huggingface.co/facebook/opt-350m
KoboldAI/OPT-350M-Nerys-v2,31.78,23.6,35.5,25.9,42.1,0.5,https://huggingface.co/KoboldAI/OPT-350M-Nerys-v2
TheBloke/llama-30b-supercot-SuperHOT-8K-fp16,31.73,25.8,30.5,23.5,47.0,42.857142857142854,https://huggingface.co/TheBloke/llama-30b-supercot-SuperHOT-8K-fp16
BreadAi/MusePy-1-2,31.56,25.8,25.9,25.2,49.3,0.0,https://huggingface.co/BreadAi/MusePy-1-2
microsoft/CodeGPT-small-py,31.56,22.7,27.3,25.0,51.2,0.0,https://huggingface.co/microsoft/CodeGPT-small-py
victor123/WizardLM-13B-1.0,31.55,28.5,26.0,23.1,48.6,18.571428571428573,https://huggingface.co/victor123/WizardLM-13B-1.0
MayaPH/FinOPT-Lincoln,31.47,26.7,25.6,23.0,50.6,0.0,https://huggingface.co/MayaPH/FinOPT-Lincoln
KoboldAI/fairseq-dense-125M,31.47,24.1,34.1,24.0,43.7,0.17857142857142858,https://huggingface.co/KoboldAI/fairseq-dense-125M
SebastianSchramm/Cerebras-GPT-111M-instruction,31.44,24.4,26.0,25.9,49.5,0.15857142857142859,https://huggingface.co/SebastianSchramm/Cerebras-GPT-111M-instruction
breadlicker45/dough-instruct-base-001,31.29,23.9,24.8,23.1,53.4,0.0,https://huggingface.co/breadlicker45/dough-instruct-base-001
huggingtweets/bladeecity-jerma985,31.24,22.9,30.5,26.6,45.0,0.0,https://huggingface.co/huggingtweets/bladeecity-jerma985
KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct,31.23,24.1,35.1,24.5,41.2,0.4928571428571429,https://huggingface.co/KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct
microsoft/DialoGPT-small,31.21,25.8,25.8,25.8,47.5,0.0,https://huggingface.co/microsoft/DialoGPT-small
facebook/xglm-564M,31.21,24.6,34.6,25.2,40.4,0.8057142857142856,https://huggingface.co/facebook/xglm-564M
EleutherAI/gpt-neo-125m,31.19,23.0,30.3,26.0,45.6,0.17857142857142858,https://huggingface.co/EleutherAI/gpt-neo-125m
EleutherAI/pythia-160m-deduped,31.16,24.1,31.4,24.9,44.3,0.2285714285714286,https://huggingface.co/EleutherAI/pythia-160m-deduped
klosax/pythia-160m-deduped-step92k-193bt,31.15,24.2,32.3,24.5,43.5,0.2285714285714286,https://huggingface.co/klosax/pythia-160m-deduped-step92k-193bt
MBZUAI/lamini-neo-125m,31.1,24.6,30.2,26.7,42.8,0.17857142857142858,https://huggingface.co/MBZUAI/lamini-neo-125m
bigcode/tiny_starcoder_py,31.06,21.0,28.8,26.8,47.7,0.0,https://huggingface.co/bigcode/tiny_starcoder_py
concedo/OPT-19M-ChatSalad,31.01,24.4,25.2,23.1,51.4,0.027142857142857146,https://huggingface.co/concedo/OPT-19M-ChatSalad
anton-l/gpt-j-tiny-random,31.01,26.4,25.8,24.5,47.4,0.0,https://huggingface.co/anton-l/gpt-j-tiny-random
cerebras/Cerebras-GPT-256M,30.95,22.0,29.0,26.8,46.0,0.3657142857142857,https://huggingface.co/cerebras/Cerebras-GPT-256M
ai-forever/rugpt3large_based_on_gpt2,30.93,22.6,32.8,24.9,43.4,0.0,https://huggingface.co/ai-forever/rugpt3large_based_on_gpt2
alibidaran/medical_transcription_generator,30.93,22.8,30.6,23.8,46.5,0.0,https://huggingface.co/alibidaran/medical_transcription_generator
microsoft/DialoGPT-medium,30.9,24.5,26.2,25.8,47.1,0.0,https://huggingface.co/microsoft/DialoGPT-medium
ogimgio/gpt-neo-125m-neurallinguisticpioneers,30.9,22.4,30.4,25.1,45.6,0.17857142857142858,https://huggingface.co/ogimgio/gpt-neo-125m-neurallinguisticpioneers
open-llm-leaderboard/bloom-560m-4bit-alpaca-auto-eval-adapter-applied,30.89,24.0,29.2,25.2,45.2,0.8,https://huggingface.co/open-llm-leaderboard/bloom-560m-4bit-alpaca-auto-eval-adapter-applied
BreadAi/gpt-YA-1-1_160M,30.88,23.0,27.3,26.2,47.0,0.2285714285714286,https://huggingface.co/BreadAi/gpt-YA-1-1_160M
microsoft/DialoGPT-large,30.81,23.4,25.8,23.8,50.3,0.0,https://huggingface.co/microsoft/DialoGPT-large
facebook/opt-125m,30.8,22.9,31.5,26.0,42.9,0.17857142857142858,https://huggingface.co/facebook/opt-125m
huggingtweets/jerma985,30.79,21.7,30.9,26.6,44.0,0.0,https://huggingface.co/huggingtweets/jerma985
Locutusque/gpt2-conversational-or-qa,30.71,21.4,27.6,26.5,47.3,0.0,https://huggingface.co/Locutusque/gpt2-conversational-or-qa
concedo/Pythia-70M-ChatSalad,30.7,21.0,27.3,24.8,49.7,0.1,https://huggingface.co/concedo/Pythia-70M-ChatSalad
roneneldan/TinyStories-1M,30.67,23.5,25.2,24.6,49.4,0.0014285714285714286,https://huggingface.co/roneneldan/TinyStories-1M
BreadAi/DiscordPy,30.66,23.3,26.2,25.0,48.2,0.0,https://huggingface.co/BreadAi/DiscordPy
bigcode/gpt_bigcode-santacoder,30.65,21.2,30.8,25.0,45.6,0.0,https://huggingface.co/bigcode/gpt_bigcode-santacoder
Tincando/fiction_story_generator,30.62,23.3,28.7,26.7,43.8,0.0,https://huggingface.co/Tincando/fiction_story_generator
klosax/pythia-70m-deduped-step44k-92bt,30.61,22.1,28.2,26.0,46.1,0.1,https://huggingface.co/klosax/pythia-70m-deduped-step44k-92bt
EleutherAI/pythia-160m,30.58,22.8,30.3,25.0,44.3,0.2285714285714286,https://huggingface.co/EleutherAI/pythia-160m
euclaise/gpt-neox-122m-minipile-digits,30.56,20.7,27.0,25.3,49.2,0.17428571428571427,https://huggingface.co/euclaise/gpt-neox-122m-minipile-digits
MayaPH/FinOPT-Washington,30.51,25.2,26.2,24.8,45.8,0.0,https://huggingface.co/MayaPH/FinOPT-Washington
BreadAi/StoryPy,30.5,22.4,26.2,24.4,49.1,0.0,https://huggingface.co/BreadAi/StoryPy
EleutherAI/pythia-70m,30.46,21.6,27.3,25.9,47.1,0.1,https://huggingface.co/EleutherAI/pythia-70m
BreadAi/gpt-Youtube,30.45,23.3,26.3,23.5,48.6,0.0,https://huggingface.co/BreadAi/gpt-Youtube
roneneldan/TinyStories-33M,30.35,24.2,25.7,23.8,47.6,0.04714285714285714,https://huggingface.co/roneneldan/TinyStories-33M
EleutherAI/pythia-70m-deduped,30.25,21.1,27.2,25.3,47.5,0.1,https://huggingface.co/EleutherAI/pythia-70m-deduped
Corianas/Quokka_590m,30.24,24.4,31.6,25.4,39.6,0.842857142857143,https://huggingface.co/Corianas/Quokka_590m
cyberagent/open-calm-7b,30.13,20.5,30.6,25.2,44.2,10.0,https://huggingface.co/cyberagent/open-calm-7b
roneneldan/TinyStories-28M,30.06,22.8,25.8,23.5,48.1,0.04,https://huggingface.co/roneneldan/TinyStories-28M
SaylorTwift/gpt2_test,29.99,21.8,31.6,25.9,40.7,0.0,https://huggingface.co/SaylorTwift/gpt2_test
gpt2,29.99,21.8,31.6,25.9,40.7,0.0,
roneneldan/TinyStories-3M,29.98,22.0,25.6,25.0,47.3,0.004285714285714286,https://huggingface.co/roneneldan/TinyStories-3M
nthngdy/pythia-owt2-70m-50k,29.97,21.5,28.2,25.7,44.5,0.1,https://huggingface.co/nthngdy/pythia-owt2-70m-50k
Corianas/256_5epoch,29.9,22.3,29.0,26.6,41.7,0.0,https://huggingface.co/Corianas/256_5epoch
roneneldan/TinyStories-8M,29.89,24.7,25.0,23.3,46.5,0.011428571428571429,https://huggingface.co/roneneldan/TinyStories-8M
nthngdy/pythia-owt2-70m-100k,29.85,20.9,28.3,25.0,45.1,0.1,https://huggingface.co/nthngdy/pythia-owt2-70m-100k
aisquared/dlite-v2-124m,29.84,24.0,31.1,25.3,39.0,0.17714285714285713,https://huggingface.co/aisquared/dlite-v2-124m
huggingtweets/gladosystem,29.77,24.4,29.7,23.2,41.8,0.0,https://huggingface.co/huggingtweets/gladosystem
abhiramtirumala/DialoGPT-sarcastic-medium,29.76,23.3,25.9,23.8,46.0,0.0,https://huggingface.co/abhiramtirumala/DialoGPT-sarcastic-medium
MBZUAI/lamini-cerebras-256m,29.73,21.8,28.7,26.7,41.8,0.3657142857142857,https://huggingface.co/MBZUAI/lamini-cerebras-256m
cerebras/Cerebras-GPT-111M,29.69,20.2,26.7,25.5,46.3,0.15857142857142859,https://huggingface.co/cerebras/Cerebras-GPT-111M
MBZUAI/lamini-cerebras-111m,29.63,22.1,27.1,25.5,43.8,0.15857142857142859,https://huggingface.co/MBZUAI/lamini-cerebras-111m
psyche/kogpt,29.47,21.2,28.1,26.6,42.1,0.0,https://huggingface.co/psyche/kogpt
Corianas/Quokka_256m,29.41,22.9,28.8,26.5,39.5,0.3657142857142857,https://huggingface.co/Corianas/Quokka_256m
vicgalle/gpt2-alpaca-gpt4,29.39,22.6,31.2,25.8,38.0,0.0,https://huggingface.co/vicgalle/gpt2-alpaca-gpt4
aisquared/dlite-v1-124m,29.23,24.3,31.2,25.1,36.4,0.17714285714285713,https://huggingface.co/aisquared/dlite-v1-124m
MBZUAI/LaMini-GPT-124M,29.18,24.3,30.8,25.0,36.6,0.17714285714285713,https://huggingface.co/MBZUAI/LaMini-GPT-124M
vicgalle/gpt2-alpaca,29.12,22.9,31.1,26.3,36.2,0.0,https://huggingface.co/vicgalle/gpt2-alpaca
Corianas/111m,28.85,19.7,26.7,25.3,43.7,0.15857142857142859,https://huggingface.co/Corianas/111m
